symbol,mcap_cr
VASHISHTHA,16.33
VASINFRA,16.55
VASUDHAGAM,7.34
VASUPRADA,84.24
VASWANI,179.16
VBDESAI,8.25
VBIND,8.7
VBL,161045.52
VCL,31.43
VCU,10.84
VEDANTASSET,11.97
VEDAVAAG,49.55
VEDL,122260.19
VEDPOWER,16346.49
VEEDOL,2488.76
VEEFIN,753.12
VEERENRGY,18.69
VEERHEALTH,42.51
VEERKRUPA,8.72
VEGA,326.65
VEL,40.65
VELHO,18.82
VELJAN,479.41
VELOX,13.56
VENKEYS,2047.75
VENLONENT,26.67
VENMAX,22.95
VENTIVE,15695.01
VENTURA,17.03
VENUSPIPES,2531.73
VENUSREM,1350.61
VERANDA,1878.46
VERITAS,454.18
VERONICAPRO,2.28
VERTEX,32.25
VERTOZ,414.73
VESUVIUS,9782.68
VETO,209.23
VGCL,95.7
VGIL,184.54
VGL,331.5
VGPRFOO,1.81
VGUARD,13959.57
VHL,1074.04
VHLTD,943.8
VIAANINDUS,10.69
VICTENT,1.18
VICTMILL,57.52
VIDEOIND,242.48
VIDHIING,1518.38
VIDYAWIRES,1463.56
VIJAYA,11145.2
VIJAYTX,11.28
VIJIFIN,46.42
VIJSOLX,183.7
VIKALPS,8.35
VIKASECO,246.57
VIKASLIFE,285.69
VIKASPROP,15.1
VIKASWSP,21.09
VIKRAMAR,20.61
VIKRAMSOLR,7463.64
VIKRAMTH,516.25
VIKRAN,1915.1
VIKSHEN,0.08
VIMTALABS,2160.62
VINATIORGA,14547.78
VINAYAKPOL,7.22
VINCOFE,2077.69
VINDHYATEL,1700.22
VINEETLAB,64.18
VINNY,53.2
VINRKLB,18.02
VINTAGES,5.45
VINVANI,0.21
VINYLINDIA,427.12
VINYOFL,21.9
VIPCLOTHNG,214.83
VIPIND,4774.96
VIPPYSP,94.89
VIPULLTD,151.34
VIPULORG,388.54
VIRAT,419.55
VIRATCRA,71.45
VIRGOGLOB,5.35
VIRINCHI,193.22
VIRPOLY,0.37
VIRTUALG,25.9
VIRYA,87.84
VISACHROME,511.16
VISAGAR,21.42
VISAKAIND,575.71
VISHAL,532.84
VISHALBL,63.76
VISHNU,3691.87
VISHWARAJ,125.38
VISIONCINE,8.09
VISIONCO,5.56
VISL,10636.79
VISTAPH,45.69
VISTARAMAR,99.4
VISUINTL,1.66
VISVEN,14.86
VITAL,128.81
VIVAA,15.67
VIVANTA,23.43
VIVANZA,7.91
VIVIANA,852.24
VIVIDHA,16.47
VIVIDIND,17.81
VIVIDM,72.11
VIVIMEDLAB,60.45
VIVOBIOT,59.5
VIYASH,8593.58
VJLAXMIE,20.28
VJTFEDU,146.65
VKAL,37.01
VKGLOBAL,10.51
VKJINFRA,6.9
VLEGOV,154.47
VLL,110.22
VLSFINANCE,782.08
VMART,4965.15
VMM,55796.21
VMS,59.82
VMSTMT,230.54
VOEPL,1131.15
VOGL,13159.17
VOITHPAPR,679.81
VOLKAI,6.57
VOLLF,4.99
VOLTAMP,9041.77
VOLTAS,45610.52
VPAL,233.69
VPL,21.79
VPRPL,508.38
VRAJ,408.69
VRFILMS,15.42
VRL,44.06
VRLLOG,4509.3
VRUDDHI,53.02
VSDCONF,9.92
VSFPROJ,62.46
VSL,114.99
VSSL,2524.98
VSTIND,4119.97
VSTL,226.27
VSTTILLERS,4523.1
VTL,15732.94
VTMLTD,727.51
VVIPIL,287.43
VXLINSTR,4.67
WAA,72.86
WAAREE,236.88
WAAREEENER,86083.82
WAAREEINDO,1716.18
WAAREERTL,9723.55
WABAG,8569.17
WAGEND,5.22
WAKEFIT,5147.6
WALCHANNAG,1359.75
WALCHPF,34.99
WALLFORT,74.73
WANBURY,865.91
WARDHEALTH,1.11
WARDINMOBI,211.86
WARDWIZFBL,250.78
WARRENTEA,49.48
WATERBASE,194.91
WCIL,1058.46
WEALTH,973.97
WEBELSOLAR,3659.13
WEIZMANIND,130.18
WEL,1586.24
WELCORP,27068.99
WELCURE,38.03
WELENT,6852.32
WELINV,529.58
WELSPLSOL,2693.15
WELSPUNLIV,12646.91
WELTI,10.29
WENDT,1400.68
WEPSOLN,83.91
WESTLEIRES,29.9
WESTLIFE,7476.8
WEWIN,49.66
WEWORK,7453.36
WHBRADY,140.19
WHEELS,2736.92
WHIRLPOOL,10841.65
WHITEORG,13.46
WILLAMAGOR,30.18
WILLARD,16.18
WILLIMFI,5.98
WIMPLAST,451.15
WINDLAS,1695.9
WINDMACHIN,2354.99
WINPRO,22.19
WINROC,30.62
WINSOMBR,63.01
WINSOME,13.41
WINSOMEDJ,3.73
WINSOMTX,155.02
WIPL,129.04
WIPRO,219093.66
WIREFABR,47.16
WISEC,3.44
WITS,6.93
WMINIMT,0.17
WOCKPHARMA,24395.74
WOMENNET,3.53
WONDERLA,3199.03
WOODSVILA,8.4
WORKMATES,428.93
WORL,23.56
WORTH,149.46
WORTHPERI,211.35
WOSAL,12.46
WPIL,4027.87
WSFX,77.76
WSI,534.44
WSTCSTPAPR,2984.35
WWALUM,6.42
XCHANGING,736.67
XCLGLASS,6.56
XELPMOC,163.48
XLENERGY,0.84
XPROINDIA,2442.39
XTGLOBAL,411.37
YAANENT,31.0
YAASHVI,158.93
YAJUR,124.33
YAMNINV,62.2
YARNSYN,30.58
YASHCHEM,59.65
YASHHTEJ,141.9
YASHHV,1608.74
YASHINNO,67.86
YASHMGM,14.79
YASHO,2030.38
YASHRAJC,8.34
YATHARTH,6993.47
YATRA,1898.65
YESBANK,66849.24
YOGI,709.57
YOGISUNG,11.59
YORKEXP,20.21
YSL,866.83
YUG,27.99
YUKEN,992.32
YUNIKM,10.44
YURANUS,48.71
YUVRAAJHPL,63.12
ZAGGLE,3310.76
ZAPPFRESH,237.81
ZARCOLEA,0.08
ZBINTXPP,154.27
ZDHJERK,9.74
ZEAL,160.29
ZEEL,8578.3
ZEELEARN,202.57
ZEEMEDIA,515.85
ZELIO,841.86
ZENIFIB,20.8
ZENITHCOMP,1.39
ZENITHEXPO,109.31
ZENITHHE,17.36
ZENITHSTL,82.69
ZENLABS,15.83
ZENOTECH,272.85
ZENSARTECH,12794.08
ZENTEC,13595.37
ZFCVINDIA,27784.79
ZFSTEERING,671.19
ZGAEKWAR,2.94
ZGOLDINV,0.95
ZHEMHOLD,2.46
ZHINDHSG,0.09
ZHINUDYP,2.05
ZICOM,7.3
ZIMLAB,428.03
ZINEMA,13.02
ZJEETMAC,0.13
ZKHANDEN,12.7
ZKOVALIN,3.08
ZMANSOON,0.56
ZMILGFIN,119.29
ZMULTIPU,4.82
ZNILKENG,0.32
ZNIVITRD,1.49
ZODIAC,417.65
ZODIACLOTH,207.91
ZODIACVEN,14.43
ZODJRDMKJ,39.95
ZOTA,4253.26
ZPRBHSTE,12.85
ZR2,52.23
ZSARACOM,1155.26
ZSARVAMA,1.31
ZSATYASL,0.64
ZSHERAPR,1.38
ZSOUTGAS,0.06
ZSPEEDCO,0.93
ZSVARAJT,12.04
ZSVTRADI,13.18
ZUARI,995.25
ZUARIIND,776.0
ZWELCAST,45.87
ZYDUSLIFE,95654.97
ZYDUSWELL,14679.56
